stat.id,ma.id,category,first.author,year,n1,n2,effect,variance,statistic,ma.doi
2853,41,Biomedical,Seymour,2009,93,NA,0.15,NA,d,10.1093/geront/gnu090
2854,41,Biomedical,Seymour,2009,129,NA,0.15,NA,d,10.1093/geront/gnu090
2855,41,Biomedical,Mitros,2010,47,NA,0.7,NA,d,10.1093/geront/gnu090
2856,41,Biomedical,Gerber,2010,39,NA,-0.06,NA,d,10.1093/geront/gnu090
2857,41,Biomedical,Gardiner,2011,59,NA,0.36,NA,d,10.1093/geront/gnu090
2858,41,Biomedical,Porter ,2011,376,NA,0.12,NA,d,10.1093/geront/gnu090
2859,41,Biomedical,VanSwearingen,2011,23,NA,0.09,NA,d,10.1093/geront/gnu090
2860,41,Biomedical,VanSwearingen,2011,24,NA,-0.15,NA,d,10.1093/geront/gnu090
2861,41,Biomedical,Moy ,2012,27,NA,0.45,NA,d,10.1093/geront/gnu090
2862,41,Biomedical,Pomidori ,2012,18,NA,1.12,NA,d,10.1093/geront/gnu090
2863,41,Biomedical,Pomidori,2012,18,NA,0.17,NA,d,10.1093/geront/gnu090
2864,41,Biomedical,Clemson,2012,79,NA,0.91,NA,d,10.1093/geront/gnu090
2865,41,Biomedical,Clemson,2012,80,NA,0.54,NA,d,10.1093/geront/gnu090
2866,41,Biomedical,Clemson,2012,82,NA,0.18,NA,d,10.1093/geront/gnu090
2867,41,Biomedical,Hammerback,2012,89,NA,-0.44,NA,d,10.1093/geront/gnu090
2868,41,Biomedical,Toto,2012,14,NA,0.65,NA,d,10.1093/geront/gnu090
2869,41,Biomedical,Thomas,2012,204,NA,1.14,NA,d,10.1093/geront/gnu090
2870,41,Biomedical,Tak,2012,71,NA,-0.21,NA,d,10.1093/geront/gnu090
2871,41,Biomedical,Tak,2012,63,NA,-0.24,NA,d,10.1093/geront/gnu090
2872,41,Biomedical,Silva-Smith,2013,32,NA,-0.04,NA,d,10.1093/geront/gnu090
2873,41,Biomedical,Anderson,2013,11,NA,0.15,NA,d,10.1093/geront/gnu090
2874,41,Biomedical,Lubans ,2013,22,NA,0.19,NA,d,10.1093/geront/gnu090
2875,41,Biomedical,Lubans,2013,22,NA,0.2,NA,d,10.1093/geront/gnu090
2876,41,Biomedical,Zijlstra ,2009,121,NA,-0.07,NA,d,10.1093/geront/gnu090
2877,41,Biomedical,French,1995,15,26,0.98,NA,d,10.1093/geront/gnu090
2878,41,Biomedical,Elder,1995,405,393,0.09,NA,d,10.1093/geront/gnu090
2879,41,Biomedical,Rubenstein,2000,28,27,-0.07,NA,d,10.1093/geront/gnu090
2880,41,Biomedical,Williams,2000,7,6,-0.85,NA,d,10.1093/geront/gnu090
2881,41,Biomedical,Barnett,2003,67,70,0.14,NA,d,10.1093/geront/gnu090
2882,41,Biomedical,Conn,2003,47,16,-0.24,NA,d,10.1093/geront/gnu090
2883,41,Biomedical,Conn,2003,47,16,0.48,NA,d,10.1093/geront/gnu090
2884,41,Biomedical,Conn,2003,48,16,0.49,NA,d,10.1093/geront/gnu090
2885,41,Biomedical,Pomeroy,2003,37,31,-0.01,NA,d,10.1093/geront/gnu090
2886,41,Biomedical,Schneider,2004,8,8,-0.04,NA,d,10.1093/geront/gnu090
2887,41,Biomedical,Kelley,2004,100,101,0.37,NA,d,10.1093/geront/gnu090
2888,41,Biomedical,Liu-Ambrose,2005,30,13,-0.12,NA,d,10.1093/geront/gnu090
2889,41,Biomedical,Liu-Ambrose,2005,32,14,-0.03,NA,d,10.1093/geront/gnu090
2890,41,Biomedical,Witham,2005,36,32,0.42,NA,d,10.1093/geront/gnu090
2891,41,Biomedical,Demark-Wahnefried,2006,77,83,-0.26,NA,d,10.1093/geront/gnu090
2892,41,Biomedical,Morey,2006,85,19,0.04,NA,d,10.1093/geront/gnu090
2893,41,Biomedical,Morey,2006,42,19,-0.3,NA,d,10.1093/geront/gnu090
2894,41,Biomedical,Hughes,2006,58,32,0.66,NA,d,10.1093/geront/gnu090
2895,41,Biomedical,Luukinen,2006,57,96,0.16,NA,d,10.1093/geront/gnu090
2896,41,Biomedical,Baker,2007,20,18,0.14,NA,d,10.1093/geront/gnu090
2897,41,Biomedical,Basler,2007,75,72,0.2,NA,d,10.1093/geront/gnu090
2898,41,Biomedical,Capodaglio,2007,15,15,0.55,NA,d,10.1093/geront/gnu090
2899,41,Biomedical,Kolt,2007,83,82,0.46,NA,d,10.1093/geront/gnu090
2900,41,Biomedical,Swanenburg,2007,10,10,-0.43,NA,d,10.1093/geront/gnu090
2901,41,Biomedical,Croteau,2007,79,68,0.24,NA,d,10.1093/geront/gnu090
2902,41,Biomedical,De Vreede,2007,24,11,-0.63,NA,d,10.1093/geront/gnu090
2903,41,Biomedical,De Vreede,2007,27,12,-0.13,NA,d,10.1093/geront/gnu090
2904,41,Biomedical,Jancey,2008,100,131,0.53,NA,d,10.1093/geront/gnu090
2905,41,Biomedical,Tsai,2008,14,15,0.63,NA,d,10.1093/geront/gnu090
2906,41,Biomedical,Harari ,2008,310,306,-0.2,NA,d,10.1093/geront/gnu090
2907,41,Biomedical,Morey,2009,319,322,0.22,NA,d,10.1093/geront/gnu090
2908,41,Biomedical,Resnick ,2008,64,39,-0.01,NA,d,10.1093/geront/gnu090
2909,41,Biomedical,Zijlstra,2009,280,260,0.25,NA,d,10.1093/geront/gnu090
2910,41,Biomedical,Barnason,2009,73,83,-0.17,NA,d,10.1093/geront/gnu090
2911,41,Biomedical,Morey ,2009,178,177,0.52,NA,d,10.1093/geront/gnu090
2912,41,Biomedical,Manty,2009,310,306,0.38,NA,d,10.1093/geront/gnu090
2913,41,Biomedical,Hoogeboom ,2010,10,11,0.22,NA,d,10.1093/geront/gnu090
2914,41,Biomedical,Kerse,2010,94,87,0.07,NA,d,10.1093/geront/gnu090
2915,41,Biomedical,Smulders,2010,43,39,0.24,NA,d,10.1093/geront/gnu090
2916,41,Biomedical,Rydwik,2010,18,7,-0.13,NA,d,10.1093/geront/gnu090
2917,41,Biomedical,Rydwik,2010,15,7,-0.06,NA,d,10.1093/geront/gnu090
2918,41,Biomedical,McMurdo ,2010,60,33,0.44,NA,d,10.1093/geront/gnu090
2919,41,Biomedical,McMurdo,2010,53,33,0.32,NA,d,10.1093/geront/gnu090
2920,41,Biomedical,Park ,2011,18,22,0.27,NA,d,10.1093/geront/gnu090
2921,41,Biomedical,Geller,2012,12,9,0.01,NA,d,10.1093/geront/gnu090
2922,41,Biomedical,Weinstock,2011,363,372,0,NA,d,10.1093/geront/gnu090
2923,41,Biomedical,Schneider ,2011,106,105,0,NA,d,10.1093/geront/gnu090
2924,41,Biomedical,Kim,2011,48,45,0.87,NA,d,10.1093/geront/gnu090
2925,41,Biomedical,Mutrie ,2012,20,19,1.06,NA,d,10.1093/geront/gnu090
2926,41,Biomedical,McMahon,2012,15,13,0.37,NA,d,10.1093/geront/gnu090
2927,41,Biomedical,Perula ,2012,133,271,0.07,NA,d,10.1093/geront/gnu090
2928,41,Biomedical,Lee,2013,313,303,0.05,NA,d,10.1093/geront/gnu090
2929,41,Biomedical,Kimura ,2013,57,35,0.12,NA,d,10.1093/geront/gnu090
2930,42,Psychosocial,Beauchamp,2005,307,NA,0.1,NA,d,10.1093/geront/gny061
2931,42,Psychosocial,Belle,2006,323,319,0.14,NA,d,10.1093/geront/gny061
2932,42,Psychosocial,Bruvik,2013,115,115,-0.2,NA,d,10.1093/geront/gny061
2933,42,Psychosocial,Callahan,2006,84,69,0.32,NA,d,10.1093/geront/gny061
2934,42,Psychosocial,Charlesworth,2008,116,120,0.17,NA,d,10.1093/geront/gny061
2935,42,Psychosocial,Chu,2011,43,42,0.31,NA,d,10.1093/geront/gny061
2936,42,Psychosocial,Czaja,2013,38,72,0.14,NA,d,10.1093/geront/gny061
2937,42,Psychosocial,DeRotrou,2011,79,78,0.13,NA,d,10.1093/geront/gny061
2938,42,Psychosocial,Dias,2008,41,40,0.23,NA,d,10.1093/geront/gny061
2939,42,Psychosocial,Fortinsky,2009,54,30,0.45,NA,d,10.1093/geront/gny061
2940,42,Psychosocial,Gallagher-Thompson,2008,97,87,0.18,NA,d,10.1093/geront/gny061
2941,42,Psychosocial,Gallagher-Thompson,2010,40,36,0.18,NA,d,10.1093/geront/gny061
2942,42,Psychosocial,Garand,2014,36,37,0.89,NA,d,10.1093/geront/gny061
2943,42,Psychosocial,Graff,2007,68,67,0.99,NA,d,10.1093/geront/gny061
2944,42,Psychosocial,Jansen,2011,54,45,0.04,NA,d,10.1093/geront/gny061
2945,42,Psychosocial,Joling,2012,96,96,0.23,NA,d,10.1093/geront/gny061
2946,42,Psychosocial,Judge,2013,68,60,0.28,NA,d,10.1093/geront/gny061
2947,42,Psychosocial,Kajiyama,2013,75,75,-0.1,NA,d,10.1093/geront/gny061
2948,42,Psychosocial,Kuo,2013,63,66,0.73,NA,d,10.1093/geront/gny061
2949,42,Psychosocial,Kurz,2010,156,136,-0.05,NA,d,10.1093/geront/gny061
2950,42,Psychosocial,Kurz,2012,100,101,-0.15,NA,d,10.1093/geront/gny061
2951,42,Psychosocial,Lam,2010,59,43,-0.06,NA,d,10.1093/geront/gny061
2952,42,Psychosocial,Livingston,2013,173,87,0.2,NA,d,10.1093/geront/gny061
2953,42,Psychosocial,Logsdon,2011,96,46,-0.06,NA,d,10.1093/geront/gny061
2954,42,Psychosocial,Losada,2011,88,79,0.3,NA,d,10.1093/geront/gny061
2955,42,Psychosocial,Martin-Carrasco,2009,55,60,-0.15,NA,d,10.1093/geront/gny061
2956,42,Psychosocial,Martin-Carrasco,2014,115,123,0.04,NA,d,10.1093/geront/gny061
2957,42,Psychosocial,Spijker,2013,155,140,-0.13,NA,d,10.1093/geront/gny061
2958,42,Psychosocial,Teri,2005,47,48,0.36,NA,d,10.1093/geront/gny061
2959,42,Psychosocial,Torkamani,2014,30,30,-1.02,NA,d,10.1093/geront/gny061
2960,42,Psychosocial,Waldorff,2012,163,167,-0.15,NA,d,10.1093/geront/gny061
2961,42,Psychosocial,Winter,2006,58,45,0.28,NA,d,10.1093/geront/gny061
2962,42,Psychosocial,Woods,2012,268,219,-0.21,NA,d,10.1093/geront/gny061
2963,43,Psychosocial,Blumenthal,1991,34,34,0.04,NA,d,10.1093/geront/gnz022
2964,43,Psychosocial,Blumenthal,1991,34,34,-0.06,NA,d,10.1093/geront/gnz022
2965,43,Psychosocial,Blumenthal,1991,34,34,-0.14,NA,d,10.1093/geront/gnz022
2966,43,Psychosocial,Blumenthal,1991,34,34,-0.43,NA,d,10.1093/geront/gnz022
2967,43,Psychosocial,Blumenthal,1991,34,34,0.36,NA,d,10.1093/geront/gnz022
2968,43,Psychosocial,Chen,2016,31,32,0.49,NA,d,10.1093/geront/gnz022
2969,43,Psychosocial,Chen,2017,30,30,0.84,NA,d,10.1093/geront/gnz022
2970,43,Psychosocial,Dechamps,2010,51,60,0.08,NA,d,10.1093/geront/gnz022
2971,43,Psychosocial,Eyre,2016,14,11,-0.3,NA,d,10.1093/geront/gnz022
2972,43,Psychosocial,Eyre,2016,14,11,0.45,NA,d,10.1093/geront/gnz022
2973,43,Psychosocial,Eyre,2017,38,41,0.32,NA,d,10.1093/geront/gnz022
2974,43,Psychosocial,Eyre,2017,38,41,0.1,NA,d,10.1093/geront/gnz022
2975,43,Psychosocial,Eyre,2017,38,41,-0.3,NA,d,10.1093/geront/gnz022
2976,43,Psychosocial,Eyre,2017,38,41,-0.19,NA,d,10.1093/geront/gnz022
2977,43,Psychosocial,Eyre,2017,38,41,-0.4,NA,d,10.1093/geront/gnz022
2978,43,Psychosocial,Eyre,2017,38,41,-0.34,NA,d,10.1093/geront/gnz022
2979,43,Psychosocial,Eyre,2017,38,41,0.38,NA,d,10.1093/geront/gnz022
2980,43,Psychosocial,Eyre,2017,38,41,0.28,NA,d,10.1093/geront/gnz022
2981,43,Psychosocial,Gothe,2014,58,50,0.19,NA,d,10.1093/geront/gnz022
2982,43,Psychosocial,Gothe,2014,58,50,0.25,NA,d,10.1093/geront/gnz022
2983,43,Psychosocial,Gothe,2016,58,50,0.18,NA,d,10.1093/geront/gnz022
2984,43,Psychosocial,Gothe,2016,58,50,0.07,NA,d,10.1093/geront/gnz022
2985,43,Psychosocial,Gothe,2016,58,50,0.97,NA,d,10.1093/geront/gnz022
2986,43,Psychosocial,Gothe,2016,58,50,0.54,NA,d,10.1093/geront/gnz022
2987,43,Psychosocial,Gothe,2016,58,50,0,NA,d,10.1093/geront/gnz022
2988,43,Psychosocial,Gothe,2016,58,50,0.54,NA,d,10.1093/geront/gnz022
2989,43,Psychosocial,Gothe,2016,58,50,0.27,NA,d,10.1093/geront/gnz022
2990,43,Psychosocial,Hariprasad,2013,44,43,0.17,NA,d,10.1093/geront/gnz022
2991,43,Psychosocial,Hariprasad,2013,44,43,0.07,NA,d,10.1093/geront/gnz022
2992,43,Psychosocial,Hariprasad,2013,44,43,0.05,NA,d,10.1093/geront/gnz022
2993,43,Psychosocial,Hariprasad,2013,44,43,0.39,NA,d,10.1093/geront/gnz022
2994,43,Psychosocial,Hariprasad,2013,44,43,0.25,NA,d,10.1093/geront/gnz022
2995,43,Psychosocial,Hariprasad,2013,44,43,0.29,NA,d,10.1093/geront/gnz022
2996,43,Psychosocial,Hariprasad,2013,44,43,0.67,NA,d,10.1093/geront/gnz022
2997,43,Psychosocial,Hariprasad,2013,44,43,0.28,NA,d,10.1093/geront/gnz022
2998,43,Psychosocial,Hsieh,2014,43,40,0.08,NA,d,10.1093/geront/gnz022
2999,43,Psychosocial,Hwang,2016,167,167,0.15,NA,d,10.1093/geront/gnz022
3000,43,Psychosocial,Innes,2017,30,30,-0.19,NA,d,10.1093/geront/gnz022
3001,43,Psychosocial,Innes,2017,30,30,-0.17,NA,d,10.1093/geront/gnz022
3002,43,Psychosocial,Kang,2015,42,40,1.37,NA,d,10.1093/geront/gnz022
3003,43,Psychosocial,Kang,2015,42,40,1.77,NA,d,10.1093/geront/gnz022
3004,43,Psychosocial,Kang,2015,42,40,1.27,NA,d,10.1093/geront/gnz022
3005,43,Psychosocial,Kang,2015,42,40,0.62,NA,d,10.1093/geront/gnz022
3006,43,Psychosocial,Kang,2015,42,40,0.77,NA,d,10.1093/geront/gnz022
3007,43,Psychosocial,Kasai,2010,13,13,-0.05,NA,d,10.1093/geront/gnz022
3008,43,Psychosocial,Kasai,2010,13,13,0.76,NA,d,10.1093/geront/gnz022
3009,43,Psychosocial,Kasai,2010,13,13,1.23,NA,d,10.1093/geront/gnz022
3010,43,Psychosocial,Lam,2011,135,194,0.14,NA,d,10.1093/geront/gnz022
3011,43,Psychosocial,Lam,2011,135,194,0.07,NA,d,10.1093/geront/gnz022
3012,43,Psychosocial,Lam,2011,135,194,0.04,NA,d,10.1093/geront/gnz022
3013,43,Psychosocial,Lam,2011,135,194,0.1,NA,d,10.1093/geront/gnz022
3014,43,Psychosocial,Lam,2011,135,194,0.07,NA,d,10.1093/geront/gnz022
3015,43,Psychosocial,Lam,2011,135,194,0.01,NA,d,10.1093/geront/gnz022
3016,43,Psychosocial,Lam,2011,135,194,0.15,NA,d,10.1093/geront/gnz022
3017,43,Psychosocial,Lam,2011,135,194,0.3,NA,d,10.1093/geront/gnz022
3018,43,Psychosocial,Lam,2011,135,194,0.18,NA,d,10.1093/geront/gnz022
3019,43,Psychosocial,Lam,2012,92,169,0.08,NA,d,10.1093/geront/gnz022
3020,43,Psychosocial,Lam,2012,92,169,0.03,NA,d,10.1093/geront/gnz022
3021,43,Psychosocial,Lam,2012,92,169,0.2,NA,d,10.1093/geront/gnz022
3022,43,Psychosocial,Lam,2012,92,169,-0.09,NA,d,10.1093/geront/gnz022
3023,43,Psychosocial,Lam,2012,92,169,0.07,NA,d,10.1093/geront/gnz022
3024,43,Psychosocial,Lam,2012,92,169,0.17,NA,d,10.1093/geront/gnz022
3025,43,Psychosocial,Lam,2012,92,169,0.09,NA,d,10.1093/geront/gnz022
3026,43,Psychosocial,Lam,2012,92,169,0.33,NA,d,10.1093/geront/gnz022
3027,43,Psychosocial,Lam,2012,92,169,0.51,NA,d,10.1093/geront/gnz022
3028,43,Psychosocial,Leach,2015,8,9,1.05,NA,d,10.1093/geront/gnz022
3029,43,Psychosocial,Leach,2015,8,9,0.42,NA,d,10.1093/geront/gnz022
3030,43,Psychosocial,Leach,2015,8,9,-0.16,NA,d,10.1093/geront/gnz022
3031,43,Psychosocial,Leach,2015,8,9,-0.71,NA,d,10.1093/geront/gnz022
3032,43,Psychosocial,Li,2014,22,24,1.98,NA,d,10.1093/geront/gnz022
3033,43,Psychosocial,Lin,2016,49,49,1.17,NA,d,10.1093/geront/gnz022
3034,43,Psychosocial,Lin,2016,49,49,0.74,NA,d,10.1093/geront/gnz022
3035,43,Psychosocial,Lin,2016,49,49,0.99,NA,d,10.1093/geront/gnz022
3036,43,Psychosocial,Lin,2016,49,49,1.59,NA,d,10.1093/geront/gnz022
3037,43,Psychosocial,Lin,2016,49,49,0.9,NA,d,10.1093/geront/gnz022
3038,43,Psychosocial,Lin,2016,49,49,1.79,NA,d,10.1093/geront/gnz022
3039,43,Psychosocial,Lin,2017,47,47,1.43,NA,d,10.1093/geront/gnz022
3040,43,Psychosocial,Lin,2017,47,47,1.37,NA,d,10.1093/geront/gnz022
3041,43,Psychosocial,Lin,2017,47,47,1.02,NA,d,10.1093/geront/gnz022
3042,43,Psychosocial,Lin,2017,47,47,1.36,NA,d,10.1093/geront/gnz022
3043,43,Psychosocial,Lin,2017,47,47,0.86,NA,d,10.1093/geront/gnz022
3044,43,Psychosocial,Lin,2017,47,47,1.93,NA,d,10.1093/geront/gnz022
3045,43,Psychosocial,Lu,2016,15,16,-0.04,NA,d,10.1093/geront/gnz022
3046,43,Psychosocial,Madden,1989,28,26,0.15,NA,d,10.1093/geront/gnz022
3047,43,Psychosocial,Mallya,2015,57,40,0.16,NA,d,10.1093/geront/gnz022
3048,43,Psychosocial,Mallya,2015,57,40,-0.06,NA,d,10.1093/geront/gnz022
3049,43,Psychosocial,Mallya,2015,57,40,-0.12,NA,d,10.1093/geront/gnz022
3050,43,Psychosocial,Mallya,2015,57,40,-0.05,NA,d,10.1093/geront/gnz022
3051,43,Psychosocial,Mortimer,2012,30,30,0.72,NA,d,10.1093/geront/gnz022
3052,43,Psychosocial,Mortimer,2012,30,30,0.14,NA,d,10.1093/geront/gnz022
3053,43,Psychosocial,Mortimer,2012,30,30,-0.72,NA,d,10.1093/geront/gnz022
3054,43,Psychosocial,Mortimer,2012,30,30,0.59,NA,d,10.1093/geront/gnz022
3055,43,Psychosocial,Mortimer,2012,30,30,0.17,NA,d,10.1093/geront/gnz022
3056,43,Psychosocial,Mortimer,2012,30,30,-0.23,NA,d,10.1093/geront/gnz022
3057,43,Psychosocial,Mortimer,2012,30,30,0.05,NA,d,10.1093/geront/gnz022
3058,43,Psychosocial,Mortimer,2012,30,30,0.86,NA,d,10.1093/geront/gnz022
3059,43,Psychosocial,Newberg,2010,9,5,0.36,NA,d,10.1093/geront/gnz022
3060,43,Psychosocial,Newberg,2010,9,5,-0.34,NA,d,10.1093/geront/gnz022
3061,43,Psychosocial,Newberg,2010,9,5,-0.12,NA,d,10.1093/geront/gnz022
3062,43,Psychosocial,Newberg,2010,9,5,-0.64,NA,d,10.1093/geront/gnz022
3063,43,Psychosocial,Newberg,2010,9,5,-0.08,NA,d,10.1093/geront/gnz022
3064,43,Psychosocial,Oken,2006,38,42,0.27,NA,d,10.1093/geront/gnz022
3065,43,Psychosocial,Oken,2006,38,42,-0.33,NA,d,10.1093/geront/gnz022
3066,43,Psychosocial,Oken,2006,38,42,-0.06,NA,d,10.1093/geront/gnz022
3067,43,Psychosocial,Oken,2006,38,42,-0.03,NA,d,10.1093/geront/gnz022
3068,43,Psychosocial,Oken,2006,38,42,0.29,NA,d,10.1093/geront/gnz022
3069,43,Psychosocial,Oken,2006,38,42,-0.1,NA,d,10.1093/geront/gnz022
3070,43,Psychosocial,Oken,2010,10,10,0.45,NA,d,10.1093/geront/gnz022
3071,43,Psychosocial,Oken,2010,10,10,-0.91,NA,d,10.1093/geront/gnz022
3072,43,Psychosocial,Oken,2010,10,10,-0.47,NA,d,10.1093/geront/gnz022
3073,43,Psychosocial,Oken,2010,10,10,0.33,NA,d,10.1093/geront/gnz022
3074,43,Psychosocial,Oken,2017,60,68,-0.04,NA,d,10.1093/geront/gnz022
3075,43,Psychosocial,Oken,2017,60,68,-0.25,NA,d,10.1093/geront/gnz022
3076,43,Psychosocial,Oken,2017,60,68,0.1,NA,d,10.1093/geront/gnz022
3077,43,Psychosocial,Oken,2017,60,68,0.07,NA,d,10.1093/geront/gnz022
3078,43,Psychosocial,Oken,2017,60,68,0.15,NA,d,10.1093/geront/gnz022
3079,43,Psychosocial,Oken,2017,60,68,0.32,NA,d,10.1093/geront/gnz022
3080,43,Psychosocial,Sun,2015,72,66,0.38,NA,d,10.1093/geront/gnz022
3081,43,Psychosocial,Sun,2015,72,66,0.37,NA,d,10.1093/geront/gnz022
3082,43,Psychosocial,Sungkarat,2016,30,29,0.18,NA,d,10.1093/geront/gnz022
3083,43,Psychosocial,Sungkarat,2016,30,29,0.37,NA,d,10.1093/geront/gnz022
3084,43,Psychosocial,Sungkarat,2016,30,29,0.7,NA,d,10.1093/geront/gnz022
3085,43,Psychosocial,Tam,2017,12,11,-0.1,NA,d,10.1093/geront/gnz022
3086,43,Psychosocial,Tam,2017,12,11,-0.29,NA,d,10.1093/geront/gnz022
3087,43,Psychosocial,Tam,2017,12,11,-0.12,NA,d,10.1093/geront/gnz022
3088,43,Psychosocial,Tam,2017,12,11,0.2,NA,d,10.1093/geront/gnz022
3089,43,Psychosocial,Tam,2017,12,11,-0.01,NA,d,10.1093/geront/gnz022
3090,43,Psychosocial,Tam,2017,12,11,-0.25,NA,d,10.1093/geront/gnz022
3091,43,Psychosocial,Tam,2017,12,11,-0.15,NA,d,10.1093/geront/gnz022
3092,43,Psychosocial,Tam,2017,12,11,0.43,NA,d,10.1093/geront/gnz022
3093,43,Psychosocial,Tao,2017,21,25,0.96,NA,d,10.1093/geront/gnz022
3094,43,Psychosocial,Tao,2017,15,25,1.19,NA,d,10.1093/geront/gnz022
3095,43,Psychosocial,Tao,2017,21,25,1.77,NA,d,10.1093/geront/gnz022
3096,43,Psychosocial,Tao,2017,15,25,2.7,NA,d,10.1093/geront/gnz022
3097,43,Psychosocial,Taylor-Piliae,2010,37,56,0.05,NA,d,10.1093/geront/gnz022
3098,43,Psychosocial,Taylor-Piliae,2010,37,56,0.55,NA,d,10.1093/geront/gnz022
3099,43,Psychosocial,Taylor-Piliae,2010,37,56,0.05,NA,d,10.1093/geront/gnz022
3100,43,Psychosocial,Tsang,2013,61,55,-0.16,NA,d,10.1093/geront/gnz022
3101,43,Psychosocial,Tsang,2013,61,55,-0.13,NA,d,10.1093/geront/gnz022
3102,43,Psychosocial,Wahbeh,2016,8,8,0.14,NA,d,10.1093/geront/gnz022
3103,43,Psychosocial,Wahbeh,2016,8,8,0.97,NA,d,10.1093/geront/gnz022
3104,43,Psychosocial,Wahbeh,2016,8,8,0.2,NA,d,10.1093/geront/gnz022
3105,43,Psychosocial,Wahbeh,2016,8,8,0.33,NA,d,10.1093/geront/gnz022
3106,43,Psychosocial,Walsh,2015,27,28,-0.12,NA,d,10.1093/geront/gnz022
3107,43,Psychosocial,Walsh,2015,27,28,0.07,NA,d,10.1093/geront/gnz022
3108,43,Psychosocial,Walsh,2015,27,28,-0.2,NA,d,10.1093/geront/gnz022
3109,43,Psychosocial,Walsh,2015,27,28,-0.17,NA,d,10.1093/geront/gnz022
3110,43,Psychosocial,Walsh,2015,27,28,-0.26,NA,d,10.1093/geront/gnz022
3111,43,Psychosocial,Wang,2015,43,46,0.84,NA,d,10.1093/geront/gnz022
3112,43,Psychosocial,Wang,2015,43,46,0.62,NA,d,10.1093/geront/gnz022
3113,43,Psychosocial,Zheng,2013,45,43,0.58,NA,d,10.1093/geront/gnz022
3114,43,Psychosocial,Zheng,2013,45,43,0.47,NA,d,10.1093/geront/gnz022
3115,43,Psychosocial,Zhu,2015,37,41,0.44,NA,d,10.1093/geront/gnz022
3116,44,Psychosocial,Toseland,1990,51,NA,0.03,NA,d,10.1093/geront/33.2.240
3117,44,Psychosocial,Toseland,1990,65,NA,0.5,NA,d,10.1093/geront/33.2.240
3118,44,Psychosocial,Robinson,1988,11,NA,0.96,NA,d,10.1093/geront/33.2.240
3119,44,Psychosocial,Scharlach,1987,14,NA,1.03,NA,d,10.1093/geront/33.2.240
3120,44,Psychosocial,Kahan,1985,22,NA,0.55,NA,d,10.1093/geront/33.2.240
3121,44,Psychosocial,Quayhagen,1989,10,NA,0.86,NA,d,10.1093/geront/33.2.240
3122,44,Psychosocial,Zarit,1987,44,NA,-0.22,NA,d,10.1093/geront/33.2.240
3123,44,Psychosocial,Zarit,1987,36,NA,-0.05,NA,d,10.1093/geront/33.2.240
3124,44,Psychosocial,Montgomery,1989,88,NA,0.21,NA,d,10.1093/geront/33.2.240
3125,44,Psychosocial,Montgomery,1989,94,NA,0.34,NA,d,10.1093/geront/33.2.240
3126,44,Psychosocial,Montgomery,1989,86,NA,0.47,NA,d,10.1093/geront/33.2.240
3127,44,Psychosocial,Toseland,1990,51,NA,0.63,NA,d,10.1093/geront/33.2.240
3128,44,Psychosocial,Toseland,1990,65,NA,0.83,NA,d,10.1093/geront/33.2.240
3129,44,Psychosocial,Kahan,1985,22,NA,0.09,NA,d,10.1093/geront/33.2.240
3130,44,Psychosocial,Quayhagen,1989,10,NA,0.95,NA,d,10.1093/geront/33.2.240
3131,44,Psychosocial,Zarit,1987,44,NA,-0.18,NA,d,10.1093/geront/33.2.240
3132,44,Psychosocial,Zarit,1987,36,NA,0.03,NA,d,10.1093/geront/33.2.240
3133,44,Psychosocial,Haley,1987,14,NA,0.17,NA,d,10.1093/geront/33.2.240
3134,44,Psychosocial,Haley,1987,17,NA,0.19,NA,d,10.1093/geront/33.2.240
3135,44,Psychosocial,Lovett,1988,23,NA,0.66,NA,d,10.1093/geront/33.2.240
3136,44,Psychosocial,Lovett,1988,20,NA,0.66,NA,d,10.1093/geront/33.2.240
3137,44,Psychosocial,Montgomery,1989,94,NA,0.74,NA,d,10.1093/geront/33.2.240
3138,44,Psychosocial,Montgomery,1989,89,NA,0.75,NA,d,10.1093/geront/33.2.240
3139,44,Psychosocial,Mohide,1990,30,NA,0.28,NA,d,10.1093/geront/33.2.240
3140,44,Psychosocial,Burdz,1988,35,NA,0.31,NA,d,10.1093/geront/33.2.240
3141,44,Psychosocial,Oktay,1990,61,NA,-0.21,NA,d,10.1093/geront/33.2.240
3142,44,Psychosocial,Silliman,1990,52,NA,0.02,NA,d,10.1093/geront/33.2.240
3143,44,Psychosocial,Hughes,1990,189,NA,-0.11,NA,d,10.1093/geront/33.2.240
3144,44,Psychosocial,Lawton,1989,176,NA,0.08,NA,d,10.1093/geront/33.2.240
3145,44,Psychosocial,Lawton,1989,176,NA,0.08,NA,d,10.1093/geront/33.2.240
3146,45,Individual Differences,Schulz,2013,79,NA,0.117,NA,r,10.1093/geront/gnw251
3147,45,Individual Differences,Lim,2014,130,NA,-0.02,NA,r,10.1093/geront/gnw251
3148,45,Individual Differences,Hughes,2014,254,NA,-0.13,NA,r,10.1093/geront/gnw251
3149,45,Individual Differences,Matsushita,2014,229,NA,-0.21,NA,r,10.1093/geront/gnw251
3150,45,Individual Differences,Pfeifer,2013,101,NA,-0.33,NA,r,10.1093/geront/gnw251
3151,45,Individual Differences,Haro,2014,1497,NA,-0.654,NA,r,10.1093/geront/gnw251
3152,45,Individual Differences,Haro,2014,1497,NA,0.686,NA,r,10.1093/geront/gnw251
